   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, Bubble_cmp, Bubble_swaps, Bubble_time, Merge_cmp, Merge_swaps, Merge_time
 366,         33430,           32705,             76,     11857,         860,         37,     133589,        32705,         154,     10844,        3148,         52
 367,         33690,           32963,             79,     11792,         879,         36,     134321,        32963,         154,     10888,        3158,         54
 368,         33883,           33154,             81,     13057,         860,         30,     135055,        33154,         128,     10876,        3168,         42
 369,         33897,           33166,             72,     11412,         890,         32,     135791,        33166,         135,     10904,        3178,         42
 370,         34086,           33353,             72,     11751,         893,         28,     136529,        33353,         125,     10931,        3188,         41
 371,         34283,           33548,             73,     11830,         887,         29,     137269,        33548,         125,     10960,        3198,         41
 372,         34368,           33631,             73,     11854,         896,         37,     138011,        33631,         125,     10999,        3208,         42
 373,         34577,           33838,             81,     11460,         902,         29,     138755,        33838,         126,     11054,        3218,         41
 374,         34839,           34098,             74,     12035,         913,         29,     139501,        34098,         127,     11098,        3228,         41
 375,         34896,           34153,             77,     13112,         889,         31,     140249,        34153,         128,     11096,        3238,         41
 376,         34906,           34161,             74,     12085,         920,         29,     140999,        34161,         128,     11152,        3248,         42
 377,         34965,           34218,             74,     11807,         920,         29,     141751,        34218,         128,     11188,        3258,         41
 378,         35180,           34431,             81,     11864,         906,         33,     142505,        34431,         130,     11245,        3268,         43
 379,         35440,           34689,             75,     12169,         925,         30,     143261,        34689,         129,     11264,        3278,         41
 380,         35636,           34883,             76,     12390,         912,         30,     144019,        34883,         131,     11266,        3288,         43
 381,         35947,           35192,             74,     12900,         921,         30,     144779,        35192,         131,     11269,        3298,         42
 382,         36319,           35562,             85,     12087,         916,         42,     145541,        35562,         166,     11352,        3308,         61
 383,         36421,           35662,             90,     13478,         920,         42,     146305,        35662,         222,     11392,        3318,         68
 384,         36804,           36043,             87,     12454,         911,         54,     147071,        36043,         181,     11401,        3328,         65
 385,         37130,           36367,             87,     11901,         944,         39,     147839,        36367,         177,     11436,        3338,         59
 386,         37357,           36592,             89,     12137,         935,         42,     148609,        36592,         193,     11493,        3348,         62
 387,         37564,           36797,             88,     12442,         934,         40,     149381,        36797,         176,     11537,        3358,         62
 388,         37697,           36928,             86,     12532,         948,         38,     150155,        36928,         174,     11526,        3368,         60
 389,         37817,           37046,             89,     12450,         933,         42,     150931,        37046,         177,     11555,        3378,         58
 390,         37896,           37123,             89,     12923,         941,         41,     151709,        37123,         180,     11607,        3388,         58
 391,         38228,           37453,             89,     12981,         937,         41,     152489,        37453,         184,     11643,        3398,         57
 392,         38375,           37598,             86,     12396,         974,         41,     153271,        37598,         184,     11696,        3408,         57
 393,         38574,           37795,             88,     12449,         953,         39,     154055,        37795,         188,     11727,        3418,         58
 394,         38892,           38111,             90,     12495,         962,         40,     154841,        38111,         189,     11805,        3428,         63
 395,         39211,           38428,             90,     13055,         955,         40,     155629,        38428,         189,     11803,        3438,         59
 396,         39548,           38763,             89,     12644,         960,         39,     156419,        38763,         184,     11825,        3448,         60
 397,         39655,           38868,             90,     13475,         930,         31,     157211,        38868,         150,     11884,        3458,         46
 398,         39959,           39170,            110,     14155,         958,         32,     158005,        39170,         147,     11871,        3468,         45
 399,         40353,           39562,             83,     12988,         949,         31,     158801,        39562,         147,     11893,        3478,         45
 400,         40651,           39858,             86,     12628,         969,         31,     159599,        39858,         148,     12006,        3488,         46
 401,         40913,           40118,             87,     12997,         968,         34,     160399,        40118,         153,     12038,        3498,         46
 402,         41035,           40238,             87,     14017,         956,         32,     161201,        40238,         149,     12008,        3508,         46
 403,         41119,           40320,             87,     12943,         989,         32,     162005,        40320,         148,     12046,        3518,         45
 404,         41354,           40553,             87,     14404,         988,         32,     162811,        40553,         149,     12113,        3528,         46
 405,         41758,           40956,             88,     13929,         986,         32,     163619,        40956,         150,     12163,        3538,         55
 406,         41767,           40963,             88,     13439,         996,         32,     164429,        40963,         151,     12188,        3548,         46
 407,         41837,           41031,             88,     14091,         967,         32,     165241,        41031,         152,     12196,        3558,         45
 408,         41916,           41108,             89,     13233,        1014,         31,     166055,        41108,         154,     12252,        3568,         46
 409,         42236,           41426,             91,     14164,         985,         33,     166871,        41426,         174,     12282,        3578,         45
 410,         42540,           41728,             89,     13636,         984,         32,     167689,        41728,         154,     12285,        3588,         46
 411,         42885,           42071,             93,     14492,         985,         33,     168509,        42071,         155,     12336,        3598,         46
 412,         43282,           42466,             92,     13358,        1032,         32,     169331,        42466,         157,     12382,        3608,         47
 413,         43475,           42657,             92,     14038,         983,         32,     170155,        42657,         159,     12447,        3618,         56
 414,         43585,           42765,             92,     14335,         996,         33,     170981,        42765,         157,     12419,        3628,         47
 415,         43613,           42791,             92,     13454,         992,         32,     171809,        42791,         158,     12454,        3638,         49
 416,         43896,           43072,             93,     13937,        1019,         36,     172639,        43072,         159,     12509,        3648,         57
 417,         43960,           43134,             93,     13857,        1001,         36,     173471,        43134,         163,     12545,        3658,         48
 418,         44065,           43237,             94,     12991,        1033,         33,     174305,        43237,         160,     12574,        3668,         57
 419,         44290,           43460,             93,     13548,        1021,         32,     175141,        43460,         162,     12629,        3678,         47
 420,         44398,           43566,             94,     13760,        1012,         32,     175979,        43566,         161,     12677,        3688,         47
 421,         44519,           43685,             94,     14101,        1019,         33,     176819,        43685,         169,     12707,        3698,         47
 422,         44664,           43828,             95,     13294,        1064,         33,     177661,        43828,         164,     12740,        3708,         48
 423,         44865,           44027,             95,     13634,        1043,         34,     178505,        44027,         163,     12756,        3718,         47
 424,         44995,           44155,             95,     14188,        1021,         34,     179351,        44155,         164,     12791,        3728,         49
 425,         45385,           44543,             96,     14107,        1022,         33,     180199,        44543,         166,     12832,        3738,         48
 426,         45643,           44799,             96,     13646,        1055,         33,     181049,        44799,         169,     12861,        3748,         51
 427,         45846,           45000,             97,     14191,        1051,         33,     181901,        45000,         166,     12898,        3758,         47
 428,         45909,           45061,             98,     14611,        1062,         34,     182755,        45061,         168,     12883,        3768,         49
 429,         45959,           45109,             97,     14220,        1063,         33,     183611,        45109,         166,     12926,        3778,         48
 430,         46128,           45276,             98,     14877,        1044,         34,     184469,        45276,         169,     12947,        3788,         49
 431,         46143,           45289,             98,     15034,        1052,         33,     185329,        45289,         171,     12996,        3798,         48
 432,         46186,           45330,             98,     14305,        1052,         33,     186191,        45330,         173,     13071,        3808,         50
 433,         46240,           45382,             95,     14113,        1058,         33,     187055,        45382,         169,     13112,        3818,         59
 434,         46565,           45705,            101,     14188,        1089,         42,     187921,        45705,         181,     13138,        3828,         49
 435,         46761,           45899,             99,     14661,        1059,         34,     188789,        45899,         173,     13171,        3838,         49
 436,         46818,           45954,            134,     14290,        1061,         34,     189659,        45954,         174,     13208,        3848,         53
 437,         46969,           46103,             99,     14710,        1048,         34,     190531,        46103,         173,     13235,        3858,         49
 438,         47151,           46283,            100,     14755,        1068,         34,     191405,        46283,         176,     13267,        3868,         50
 439,         47265,           46395,            100,     14592,        1039,         34,     192281,        46395,         175,     13300,        3878,         49
 440,         47389,           46517,            100,     15262,        1057,         34,     193159,        46517,         175,     13346,        3888,         52
 441,         47424,           46550,            100,     14456,        1082,         35,     194039,        46550,         175,     13382,        3898,         49
 442,         47667,           46791,            101,     14436,        1097,         35,     194921,        46791,         178,     13367,        3908,         50
 443,         47722,           46844,            101,     15150,        1075,         36,     195805,        46844,         177,     13402,        3918,         49
 444,         47737,           46857,            109,     14504,        1089,         44,     196691,        46857,         205,     13455,        3928,         52
 445,         47925,           47043,            100,     14918,        1093,         35,     197579,        47043,         189,     13474,        3938,         53
 446,         48352,           47468,            102,     14551,        1091,         35,     198469,        47468,         181,     13525,        3948,         54
 447,         48744,           47858,            103,     15351,        1080,         34,     199361,        47858,         181,     13578,        3958,         50
 448,         49173,           48285,            104,     15154,        1075,         35,     200255,        48285,         183,     13642,        3968,         52
 449,         49528,           48638,            105,     14896,        1116,         35,     201151,        48638,         183,     13674,        3978,         51
 450,         49856,           48964,            107,     14785,        1088,         35,     202049,        48964,         185,     13693,        3988,         53
 451,         50229,           49335,            107,     16515,        1073,         35,     202949,        49335,         186,     13727,        3998,         50
 452,         50680,           49784,            107,     16515,        1107,         38,     203851,        49784,         188,     13781,        4008,         51
 453,         50690,           49792,            107,     14880,        1107,         36,     204755,        49792,         190,     13807,        4018,         50
 454,         50815,           49915,            107,     15128,        1111,         36,     205661,        49915,         189,     13823,        4028,         59
 455,         50993,           50091,            108,     15689,        1124,         37,     206569,        50091,         188,     13884,        4038,         51
 456,         51160,           50256,            108,     15722,        1107,         36,     207479,        50256,         191,     13931,        4048,         54
 457,         51512,           50606,            111,     14810,        1139,         35,     208391,        50606,         191,     13954,        4058,         52
 458,         51833,           50925,            110,     15793,        1129,         37,     209305,        50925,         191,     13977,        4068,         52
 459,         51946,           51036,            110,     16626,        1091,         36,     210221,        51036,         194,     14005,        4078,         52
 460,         52389,           51477,            110,     16057,        1130,         36,     211139,        51477,         196,     14070,        4088,         53
 461,         52671,           51757,            111,     15612,        1146,         36,     212059,        51757,         195,     14102,        4098,         53
 462,         52773,           51857,            112,     16148,        1137,         37,     212981,        51857,         194,     14093,        4108,         52
 463,         52799,           51881,            111,     17083,        1141,         38,     213905,        51881,         195,     14146,        4118,         55
 464,         53262,           52343,            112,     15534,        1139,         36,     214831,        52343,         196,     14169,        4128,         54
 465,         53617,           52696,            113,     16474,        1146,         38,     215759,        52696,         199,     14199,        4138,         53
 466,         53657,           52734,            115,     17039,        1145,         38,     216689,        52734,         198,     14236,        4148,         55
 467,         53684,           52759,            111,     17181,        1143,         37,     217621,        52759,         198,     14271,        4158,         52
 468,         53694,           52767,            114,     15293,        1155,         37,     218555,        52767,         200,     14297,        4168,         53
 469,         53906,           52977,            114,     15742,        1170,         37,     219491,        52977,         201,     14326,        4178,         52
 470,         53954,           53023,            114,     15531,        1174,         38,     220429,        53023,         233,     14395,        4188,         55
 471,         54217,           53284,            112,     15713,        1150,         38,     221369,        53284,         200,     14419,        4198,         53
 472,         54640,           53705,            115,     15896,        1156,         37,     222311,        53705,         206,     14485,        4208,         54
 473,         54672,           53735,            116,     15865,        1166,         37,     223255,        53735,         202,     14513,        4218,         53
 474,         55029,           54090,            116,     15262,        1184,         37,     224201,        54090,         204,     14474,        4228,         54
 475,         55341,           54400,            119,     16164,        1168,         37,     225149,        54400,         207,     14555,        4238,         57
 476,         55588,           54645,            117,     16537,        1159,         38,     226099,        54645,         205,     14589,        4248,         63
 477,         55935,           54990,            118,     16516,        1175,         38,     227051,        54990,         207,     14624,        4258,         54
 478,         56407,           55460,            119,     16760,        1185,         38,     228005,        55460,         209,     14684,        4268,         55
 479,         56413,           55464,            119,     15533,        1203,         38,     228961,        55464,         208,     14742,        4278,         54
 480,         56701,           55750,            120,     16742,        1182,         38,     229919,        55750,         211,     14726,        4288,         55
 481,         56863,           55910,            119,     16809,        1164,         38,     230879,        55910,         211,     14760,        4298,         54
 482,         57313,           56358,            121,     16144,        1184,         38,     231841,        56358,         212,     14814,        4308,         57
 483,         57600,           56643,            122,     16785,        1195,         41,     232805,        56643,         212,     14855,        4318,         55
 484,         57679,           56720,            122,     16600,        1191,         40,     233771,        56720,         213,     14845,        4328,         57
 485,         57704,           56743,            122,     16564,        1189,         43,     234739,        56743,         220,     14887,        4338,         60
 486,         57880,           56917,            123,     16286,        1211,         38,     235709,        56917,         217,     14941,        4348,         56
 487,         58003,           57038,            122,     16312,        1207,         40,     236681,        57038,         217,     15000,        4358,         56
 488,         58088,           57121,            122,     16816,        1205,         39,     237655,        57121,         216,     15004,        4368,         57
 489,         58095,           57126,            123,     16422,        1202,         38,     238631,        57126,         221,     15050,        4378,         56
 490,         58313,           57342,            123,     17020,        1201,         39,     239609,        57342,         223,     15067,        4388,         63
 491,         58398,           57425,            123,     16454,        1203,         39,     240589,        57425,         220,     15137,        4398,         58
 492,         58772,           57797,            122,     17786,        1183,         40,     241571,        57797,         226,     15134,        4408,         58
 493,         59254,           58277,            122,     16836,        1235,         40,     242555,        58277,         225,     15166,        4418,         56
 494,         59500,           58521,            131,     18040,        1179,         52,     243541,        58521,         263,     15214,        4428,         76
 495,         59542,           58561,            122,     15936,        1253,         42,     244529,        58561,         225,     15261,        4438,         58
 496,         59729,           58746,            126,     16015,        1236,         40,     245519,        58746,         226,     15274,        4448,         72
 497,         60074,           59089,            134,     16924,        1236,         53,     246511,        59089,         277,     15314,        4458,         73
 498,         60335,           59348,            138,     16528,        1261,         52,     247505,        59348,         237,     15351,        4468,         84
 499,         60537,           59548,            128,     16790,        1245,         40,     248501,        59548,         228,     15390,        4478,         56
 500,         60777,           59786,            128,     16854,        1222,         40,     249499,        59786,         230,     15433,        4488,         57
 501,         60941,           59948,            129,     17307,        1249,         40,     250499,        59948,         229,     15477,        4498,         56
 502,         61143,           60148,            129,     17797,        1235,         41,     251501,        60148,         272,     15463,        4508,         77
 503,         61636,           60639,            142,     17216,        1243,         53,     252505,        60639,         287,     15500,        4518,         77
 504,         61682,           60683,            141,     16939,        1258,         41,     253511,        60683,         239,     15597,        4528,         59
 505,         61986,           60985,            131,     17783,        1281,         41,     254519,        60985,         235,     15628,        4538,         58
 506,         62088,           61085,            135,     17271,        1234,         40,     255529,        61085,         234,     15665,        4548,         58
 507,         62448,           61443,            132,     16329,        1260,         39,     256541,        61443,         234,     15668,        4558,         57
 508,         62802,           61795,            135,     17092,        1282,         42,     257555,        61795,         237,     15693,        4568,         58
 509,         63193,           62184,            133,     17372,        1252,         40,     258571,        62184,         239,     15726,        4578,         57
 510,         63532,           62521,            133,     17425,        1255,         39,     259589,        62521,         220,     15765,        4588,         59
 511,         63775,           62762,            131,     19097,        1249,         42,     260609,        62762,         221,     15779,        4598,         59
 512,         63802,           62787,            146,     16953,        1273,         55,     261631,        62787,         297,     15816,        4608,         80
 513,         64156,           63139,            147,     17330,        1276,         54,     262655,        63139,         237,     15854,        4619,         69
 514,         64629,           63610,            133,     17960,        1258,         40,     263681,        63610,         221,     15896,        4630,         60
 515,         64647,           63626,            133,     17137,        1317,         40,     264709,        63626,         227,     15953,        4641,         59
 516,         64926,           63903,            135,     17709,        1269,         40,     265739,        63903,         221,     15973,        4652,         60
 517,         65381,           64356,            135,     17946,        1272,         40,     266771,        64356,         222,     16019,        4663,         59
 518,         65803,           64776,            135,     17803,        1318,         41,     267805,        64776,         223,     16057,        4674,         61
 519,         66043,           65014,            136,     18402,        1268,         40,     268841,        65014,         231,     16076,        4685,         61
 520,         66152,           65121,            137,     17854,        1267,         40,     269879,        65121,         225,     16090,        4696,         61
 521,         66537,           65504,            137,     18462,        1267,         44,     270919,        65504,         226,     16134,        4707,         61
 522,         67035,           66000,            140,     18399,        1285,         41,     271961,        66000,         224,     16173,        4718,         62
 523,         67170,           66133,            138,     18007,        1306,         41,     273005,        66133,         228,     16225,        4729,         61
 524,         67588,           66549,            140,     17868,        1313,         41,     274051,        66549,         228,     16266,        4740,         62
 525,         67674,           66633,            139,     17427,        1300,         41,     275099,        66633,         232,     16323,        4751,         62
 526,         67743,           66700,            141,     17973,        1320,         42,     276149,        66700,         229,     16340,        4762,         62
 527,         68038,           66993,            140,     18538,        1302,         40,     277201,        66993,         256,     16382,        4773,         61
 528,         68520,           67473,            142,     17849,        1338,         41,     278255,        67473,         238,     16412,        4784,         64
 529,         68751,           67702,            141,     17845,        1341,         42,     279311,        67702,         234,     16457,        4795,         63
 530,         68983,           67932,            143,     17786,        1333,         41,     280369,        67932,         233,     16510,        4806,         65
 531,         69167,           68114,            146,     18211,        1334,         48,     281429,        68114,         275,     16521,        4817,         81
 532,         69670,           68615,            146,     18427,        1341,         45,     282491,        68615,         243,     16554,        4828,         67
 533,         70034,           68977,            147,     17933,        1337,         42,     283555,        68977,         245,     16589,        4839,         71
 534,         70452,           69393,            146,     17790,        1359,         42,     284621,        69393,         241,     16629,        4850,         75
 535,         70614,           69553,            146,     18997,        1314,         42,     285689,        69553,         242,     16674,        4861,         70
 536,         71126,           70063,            146,     17662,        1367,         42,     286759,        70063,         239,     16667,        4872,         71
 537,         71237,           70172,            147,     18889,        1356,         43,     287831,        70172,         279,     16692,        4883,         67
 538,         71245,           70178,            147,     20060,        1362,         43,     288905,        70178,         241,     16728,        4894,         67
 539,         71402,           70333,            153,     18875,        1354,         43,     289981,        70333,         241,     16787,        4905,         67
 540,         71850,           70779,            149,     17996,        1376,         42,     291059,        70779,         243,     16852,        4916,         68
 541,         72091,           71018,            149,     18317,        1343,         42,     292139,        71018,         245,     16900,        4927,         64
 542,         72231,           71156,            150,     18381,        1358,         42,     293221,        71156,         245,     16928,        4938,         65
 543,         72614,           71537,            150,     18322,        1356,         42,     294305,        71537,         243,     16946,        4949,         64
 544,         73094,           72015,            151,     18709,        1356,         42,     295391,        72015,         258,     17033,        4960,         66
 545,         73204,           72123,            151,     19074,        1395,         44,     296479,        72123,         244,     17071,        4971,         64
 546,         73561,           72478,            152,     18195,        1398,         42,     297569,        72478,         249,     17052,        4982,         65
 547,         73923,           72838,            153,     18800,        1414,         42,     298661,        72838,         248,     17103,        4993,         64
 548,         73939,           72852,            153,     19400,        1354,         47,     299755,        72852,         248,     17158,        5004,         67
 549,         73947,           72858,            153,     18557,        1395,         42,     300851,        72858,         252,     17184,        5015,         70
 550,         74372,           73281,            153,     18860,        1383,         43,     301949,        73281,         250,     17225,        5026,         66
 551,         74568,           73475,            154,     19216,        1394,         44,     303049,        73475,         254,     17259,        5037,         66
 552,         74842,           73747,            160,     19083,        1379,         43,     304151,        73747,         252,     17272,        5048,         66
 553,         74923,           73826,            154,     18472,        1401,         43,     305255,        73826,         255,     17302,        5059,         65
 554,         75117,           74018,            155,     18515,        1398,         42,     306361,        74018,         256,     17332,        5070,         66
 555,         75468,           74367,            156,     19062,        1385,         53,     307469,        74367,         257,     17382,        5081,         66
 556,         75951,           74848,            157,     18986,        1415,         44,     308579,        74848,         257,     17437,        5092,         70
 557,         76132,           75027,            175,     19418,        1409,         59,     309691,        75027,         371,     17451,        5103,         86
 558,         76676,           75569,            169,     19698,        1406,         48,     310805,        75569,         293,     17438,        5114,         68
 559,         76687,           75578,            158,     20193,        1413,         46,     311921,        75578,         262,     17516,        5125,         67
 560,         77240,           76129,            162,     18701,        1429,         44,     313039,        76129,         296,     17536,        5136,         68
 561,         77423,           76310,            161,     19215,        1430,         43,     314159,        76310,         268,     17576,        5147,         66
 562,         77628,           76513,            160,     19132,        1429,         44,     315281,        76513,         261,     17606,        5158,         68
 563,         77763,           76646,            161,     19650,        1440,         45,     316405,        76646,         272,     17683,        5169,         67
 564,         78043,           76924,            162,     20300,        1398,         44,     317531,        76924,         302,     17673,        5180,         91
 565,         78460,           77339,            173,     19756,        1427,         43,     318659,        77339,         266,     17718,        5191,         67
 566,         78994,           77871,            163,     19960,        1438,         46,     319789,        77871,         270,     17770,        5202,         67
 567,         79031,           77906,            168,     19071,        1456,         48,     320921,        77906,         353,     17804,        5213,         94
 568,         79259,           78132,            205,     21120,        1424,         65,     322055,        78132,         427,     17852,        5224,        102
 569,         79303,           78174,            183,     20888,        1421,         67,     323191,        78174,         476,     17891,        5235,        110
 570,         79817,           78686,            206,     18902,        1469,        127,     324329,        78686,         428,     17893,        5246,         70
 571,         80053,           78920,            166,     19957,        1425,         45,     325469,        78920,         324,     17941,        5257,         69
 572,         80489,           79354,            193,     19699,        1443,         55,     326611,        79354,         360,     18028,        5268,         70
 573,         81013,           79876,            168,     19872,        1443,         45,     327755,        79876,         288,     18048,        5279,         70
 574,         81372,           80233,            177,     20267,        1435,         55,     328901,        80233,         322,     18106,        5290,         89
 575,         81895,           80754,            180,     19839,        1445,         44,     330049,        80754,         280,     18104,        5301,         69
 576,         82354,           81211,            172,     19037,        1486,         54,     331199,        81211,         279,     18119,        5312,         69
 577,         82729,           81584,            171,     20319,        1461,         46,     332351,        81584,         294,     18161,        5323,         68
 578,         83247,           82100,            179,     19745,        1470,         46,     333505,        82100,         281,     18200,        5334,         69
 579,         83742,           82593,            173,     21959,        1443,         49,     334661,        82593,         281,     18234,        5345,         68
 580,         83767,           82616,            173,     20530,        1464,         46,     335819,        82616,         279,     18278,        5356,         70
 581,         84123,           82970,            176,     19654,        1487,         45,     336979,        82970,         283,     18304,        5367,         69
 582,         84382,           83227,            173,     20884,        1481,         46,     338141,        83227,         292,     18372,        5378,         70
 583,         84943,           83786,            176,     20238,        1469,         46,     339305,        83786,         285,     18381,        5389,         69
 584,         85231,           84072,            182,     22212,        1446,         51,     340471,        84072,         285,     18457,        5400,         71
 585,         85244,           84083,            175,     20030,        1509,         46,     341639,        84083,         286,     18481,        5411,         73
 586,         85414,           84251,            178,     21796,        1448,         45,     342809,        84251,         288,     18519,        5422,         71
 587,         85969,           84804,            177,     19884,        1522,         45,     343981,        84804,         289,     18552,        5433,         70
 588,         86150,           84983,            187,     19749,        1525,         46,     345155,        84983,         288,     18590,        5444,         71
 589,         86457,           85288,            183,     20483,        1511,         47,     346331,        85288,         288,     18628,        5455,         70
 590,         86553,           85382,            179,     21041,        1479,         47,     347509,        85382,         295,     18684,        5466,         70
 591,         87135,           85962,            180,     20690,        1538,         46,     348689,        85962,         326,     18724,        5477,         71
 592,         87480,           86305,            182,     21036,        1459,         46,     349871,        86305,         294,     18713,        5488,         72
 593,         88026,           86849,            181,     20611,        1530,         48,     351055,        86849,         295,     18751,        5499,         71
 594,         88613,           87434,            183,     21050,        1530,         48,     352241,        87434,         294,     18754,        5510,         71
 595,         89201,           88020,            184,     20907,        1525,         47,     353429,        88020,         297,     18811,        5521,         71
 596,         89443,           88260,            184,     20679,        1524,         47,     354619,        88260,         295,     18851,        5532,         82
 597,         89688,           88503,            190,     19783,        1530,         45,     355811,        88503,         309,     18893,        5543,         73
 598,         90139,           88952,            185,     21758,        1502,         48,     357005,        88952,         300,     18951,        5554,         72
 599,         90204,           89015,            186,     20950,        1546,         48,     358201,        89015,         304,     18964,        5565,         72
 600,         90745,           89554,            186,     22163,        1504,         46,     359399,        89554,         299,     19008,        5576,         73
 601,         90935,           89742,            187,     21159,        1547,         48,     360599,        89742,         315,     19047,        5587,         72
 602,         91054,           89859,            188,     22038,        1526,         49,     361801,        89859,         311,     19096,        5598,         81
 603,         91606,           90409,            204,     21594,        1542,         57,     363005,        90409,         367,     19124,        5609,         83
 604,         91772,           90573,            198,     21501,        1519,         50,     364211,        90573,         319,     19121,        5620,         81
 605,         92136,           90935,            210,     21410,        1559,         48,     365419,        90935,         329,     19134,        5631,         74
 606,         92230,           91027,            240,     20493,        1575,         48,     366629,        91027,         307,     19199,        5642,         77
 607,         92590,           91385,            217,     21286,        1540,         61,     367841,        91385,         363,     19273,        5653,         76
 608,         92676,           91469,            199,     20941,        1565,         47,     369055,        91469,         309,     19298,        5664,         78
 609,         92967,           91758,            193,     22246,        1504,         49,     370271,        91758,         317,     19343,        5675,         73
 610,         93454,           92243,            195,     21132,        1569,         49,     371489,        92243,         313,     19383,        5686,         75
 611,         93739,           92526,            198,     20774,        1561,         50,     372709,        92526,         415,     19395,        5697,         74
 612,         94133,           92918,            193,     21559,        1545,         48,     373931,        92918,         327,     19457,        5708,         87
 613,         94598,           93381,            195,     21507,        1597,         49,     375155,        93381,         338,     19518,        5719,         81
 614,         95147,           93928,            197,     21381,        1584,         49,     376381,        93928,         337,     19541,        5730,         75
 615,         95418,           94197,            197,     20745,        1583,         55,     377609,        94197,         315,     19580,        5741,         74
 616,         95692,           94469,            196,     21399,        1577,         48,     378839,        94469,         321,     19601,        5752,         76
 617,         96076,           94851,            197,     21409,        1573,         49,     380071,        94851,         316,     19622,        5763,         74
 618,         96638,           95411,            198,     21122,        1589,         70,     381305,        95411,         316,     19659,        5774,         75
 619,         97050,           95821,            202,     21057,        1601,         49,     382541,        95821,         324,     19739,        5785,         78
 620,         97254,           96023,            201,     22891,        1556,         49,     383779,        96023,         319,     19714,        5796,         76
 621,         97266,           96033,            208,     21677,        1619,         49,     385019,        96033,         324,     19764,        5807,         75
 622,         97589,           96354,            201,     21936,        1578,         50,     386261,        96354,         329,     19780,        5818,         76
 623,         97686,           96449,            202,     21887,        1586,         49,     387505,        96449,         366,     19848,        5829,         76
 624,         98134,           96895,            213,     21172,        1613,         49,     388751,        96895,         326,     19933,        5840,         77
 625,         98320,           97079,            203,     21309,        1633,         50,     389999,        97079,         348,     19967,        5851,         76
 626,         98772,           97529,            206,     22101,        1616,         50,     391249,        97529,         326,     19987,        5862,         82
 627,         99307,           98062,            205,     21824,        1625,         50,     392501,        98062,         330,     20014,        5873,         86
 628,         99385,           98138,            204,     23355,        1556,         56,     393755,        98138,         330,     20023,        5884,         77
 629,         99479,           98230,            204,     22247,        1613,         50,     395011,        98230,         344,     20064,        5895,         76
 630,         99805,           98554,            206,     22506,        1624,         50,     396269,        98554,         342,     20114,        5906,         93
 631,        100211,           98958,            215,     21829,        1623,         50,     397529,        98958,         350,     20167,        5917,         77
 632,        100589,           99334,            207,     23402,        1591,         51,     398791,        99334,         358,     20187,        5928,         79
 633,        100742,           99485,            207,     22434,        1643,         51,     400055,        99485,         340,     20215,        5939,         77
 634,        101064,           99805,            209,     22986,        1606,         49,     401321,        99805,         343,     20240,        5950,         83
 635,        101551,          100290,            215,     22528,        1649,         51,     402589,       100290,         340,     20266,        5961,         78
 636,        101746,          100483,            209,     22823,        1616,         51,     403859,       100483,         342,     20312,        5972,         79
 637,        102287,          101022,            210,     22998,        1614,         51,     405131,       101022,         336,     20372,        5983,         77
 638,        102402,          101135,            211,     22612,        1655,         51,     406405,       101135,         338,     20375,        5994,         81
 639,        102704,          101435,            211,     23113,        1602,         50,     407681,       101435,         357,     20469,        6005,         78
 640,        103183,          101912,            252,     22603,        1657,         51,     408959,       101912,         346,     20466,        6016,         80
 641,        103270,          101997,            213,     22348,        1660,         51,     410239,       101997,         346,     20501,        6027,         79
 642,        103514,          102239,            218,     22443,        1670,         51,     411521,       102239,         345,     20572,        6038,         82
 643,        103916,          102639,            218,     22410,        1670,         50,     412805,       102639,         369,     20639,        6049,         79
 644,        104275,          102996,            214,     23883,        1643,         52,     414091,       102996,         351,     20613,        6060,         80
 645,        104298,          103017,            216,     22956,        1683,         53,     415379,       103017,         347,     20648,        6071,         78
 646,        104365,          103082,            221,     22554,        1690,         51,     416669,       103082,         352,     20715,        6082,         80
 647,        104800,          103515,            215,     25405,        1613,         53,     417961,       103515,         390,     20732,        6093,         80
 648,        105402,          104115,            217,     22784,        1686,         96,     419255,       104115,         354,     20799,        6104,         81
 649,        105668,          104379,            219,     23327,        1693,         56,     420551,       104379,         361,     20833,        6115,         85
 650,        105987,          104696,            225,     24229,        1698,         87,     421849,       104696,         354,     20910,        6126,         80
 651,        105995,          104702,            225,     23581,        1647,         52,     423149,       104702,         351,     20890,        6137,         79
 652,        106391,          105096,            218,     22699,        1702,         52,     424451,       105096,         359,     20912,        6148,         80
 653,        106692,          105395,            219,     23836,        1683,         52,     425755,       105395,         365,     20946,        6159,         84
 654,        107145,          105846,            221,     23192,        1681,         53,     427061,       105846,         357,     20957,        6170,         80
 655,        107219,          105918,            230,     23632,        1705,         53,     428369,       105918,         361,     21036,        6181,         83
 656,        107388,          106085,            251,     23641,        1688,         59,     429679,       106085,         356,     21096,        6192,         93
 657,        107986,          106681,            221,     23438,        1748,         53,     430991,       106681,         363,     21140,        6203,         82
 658,        108413,          107106,            222,     22722,        1704,         52,     432305,       107106,         364,     21188,        6214,         82
 659,        108671,          107362,            237,     23119,        1684,         53,     433621,       107362,         364,     21202,        6225,         81
 660,        108876,          107565,            224,     23717,        1683,         57,     434939,       107565,         366,     21170,        6236,         82
 661,        109114,          107801,            225,     25063,        1663,         53,     436259,       107801,         379,     21198,        6247,         81
